09-16-24,Thierry Breton,France's European Commissioner,“Questionable governance”,Immediately,https://www.politico.eu/article/frances-commissioner-thierry-breton-resigns-attacks-von-der-leyen-for-questionable-governance/,
09-16-24,John North,Lazydays Holdings CEO,??,Immediately,https://rvnews.com/lazydays-ceo-resigns/,
09-16-24,John Carrington,STEM CEO,??,Immediately,https://markets.businessinsider.com/news/stocks/stem-ceo-john-carrington-steps-down-david-buzby-named-interim-ceo-1033773769,
09-16-24,Nathalie Roos,Lipton Teas CEO,??,Immediately,https://www.foodbev.com/news/lipton-teas-and-infusions-ceo-nathalie-roos-to-step-down,
09-16-24,Eric Pryor,Pennsylvania Academy of the Fine Arts president,Personal Reasons,Immediately,https://www.inquirer.com/arts/philadelphia-academy-fine-arts-president-leaving-20240916.html,
09-17-24,Peter Ingram,Hawaiian Airlines President and CEO,Merger?,,https://newsroom.hawaiianairlines.com/releases/alaska-air-group-announces-interim-honolulu-leadership-team-to-guide-combination-with-hawaiian-airlines,
09-17-24,Ryan Webb,Dragons CEO,??,Immediately,https://www.espn.com/nrl/story/_/id/41295356/nrl-st-george-illawarra-dragons-ceo-ryan-webb-step-five-years,
09-17-24,Chris Roach,BBG CEO,Performance??,Immediately,https://therealdeal.com/new-york/2024/09/17/appraisal-firm-bbg-ceo-chris-roach-will-step-down/,
09-17-24,Peter Maag,Kyverna CEO,??,Immediately,https://biocentury.com/article/653570/peter-maag-resigns-as-kyverna-ceo,
09-17-24,Kevin J. Thibault,Greater Orlando Aviation Authority CEO,Wife's Health Issues with incurable disease,Immediately,https://msn.com/en-us/money/careersandeducation/goaa-ceo-kevin-j-thibault-announces-surprise-resignation/vi-AA1qNlK9,
09-17-24,23andMe Board,23andMe Board,differ on the strategic direction,Immediately,https://fortune.com/2024/09/18/23andme-board-resigns-anne-wojcicki/,
09-17-24,Greg Dyer,Sydney Fish Market CEO,Non executive role to spend more time with his family,Immediately,https://insideretail.com.au/careers/sydney-fish-market-ceo-greg-dyer-resigns-202409,
09-17-24,Kevin Liles,300 Entertainment and WMG CEO,Pass the torch,Immediately,https://www.yahoo.com/entertainment/happened-kevin-liles-step-down-110146569.html,@tan191063
09-18-24,Michael Conway,Starbucks North America CEO,Decided to retire,11/30/24,https://finance.yahoo.com/news/starbucks-north-america-ceo-michael-015117737.html,
